SMILES,Scaffold,R-groups,NLL
COc1cc[c:1]([C:1]2=[C:2]([C:2](N)=O)CC3c4cc5c(cc4CCN4CCCC342)O[CH:0]([CH2:0]CNC(C)C)O5)cc1OC,[*]C1Oc2c(cc3c(c2)CCN2C4(CCC2)C([*])=C([*])CC43)O1,CC(NCC*)C|O(c1c(OC)cc(*)cc1)C|NC(=O)*,25.222496032714844
C[NH:1][CH:1]1C[CH:0]([c:0]2ccc(O)cc2)C23C=[C:2]([C:2]#N)CC2c2cc4c(cc2CCN31)OCO4,O1COc2c1cc1c(c2)CCN2C3(C([*])CC2[*])C1CC([*])=C3,*c1ccc(O)cc1|*NC|N#C*,11.519107818603516
CCO[C:1](=O)[C:1]1=CC23C(C1)c1cc4c(cc1C[CH:0]([NH2:0])N2CC[CH:2]3[CH3:2])OCO4,c12cc3c(cc1CC([*])N1C4(C=C([*])CC24)C([*])CC1)OCO3,*N|O=C(*)OCC|C*,12.10813045501709
N#[C:1][C:1]1=CC23C(C1)c1cc4c([c:0]([NH2:0])c1CCN2CC[CH:2]3[CH2:2]Cl)OCO4,[*]c1c2c(cc3c1OCO3)C1CC([*])=CC13C([*])CCN3CC2,N*|*C#N|C(Cl)*,9.820385932922363
COc1cc(C=[CH:1][c:1]2c3c(cc4c2C2C[C:2]([C:2]#N)=CC25[CH:0]([CH3:0])CCN5CC4)OCO3)cc2c1OCO2,[*]C1CCN2CCc3cc4c(c([*])c3C3CC([*])=CC132)OCO4,C*|C(=C*)c1cc2c(c(OC)c1)OCO2|C(*)#N,20.012537002563477
CCO[C:0](=O)[CH:0]1C2c3cc4c(cc3CCN3CC[CH:2]([CH2:2]Cl)C23C=[C:1]1[C:1](=O)OC)OCO4,O1c2c(cc3c(c2)C2C([*])C([*])=CC24N(CCC4[*])CC3)OC1,O=C(*)OCC|O=C(*)OC|*CCl,12.3417329788208
C[CH2:0][CH:0]1CCN2CCc3cc4c(cc3C3C[C:1]([C:1]#N)=CC132)O[CH:2]([N:2]1CCC(F)CC1)O4,C12c3cc4c(cc3CCN3CCC([*])C13C=C([*])C2)OC([*])O4,*CC|*C#N|N1(*)CCC(F)CC1,16.598224639892578
CO[C:1](=O)[C:1]1=CC23C[CH:2]([N:2](C)C)CN2[CH:0]([CH3:0])Cc2cc4c(cc2C3C1)OCO4,C1([*])Cc2c(cc3c(c2)OCO3)C2CC([*])=CC23CC([*])CN13,C*|COC(=O)*|N(C)(*)C,16.26982307434082
C[CH2:2][CH:2]1CN2C[CH:1]([CH3:1])CC23C=[C:0]([C:0]#N)CC3c2cc3c(cc21)OCO3,C1Oc2cc3c(cc2O1)C1CC([*])=CC12CC([*])CN2CC3[*],N#C*|C*|*CC,5.609915733337402
COc1c[c:2](-[c:2]2c3c(cc4c2OCO4)C2C[C:1]([C:1]#N)=CC24C[CH:0]([CH3:0])CN4CC3)c(C)c(C)c1OC,N12CC([*])CC13C=C([*])CC3c1cc3c(c([*])c1CC2)OCO3,*C|N#C*|COc1c(OC)cc(*)c(C)c1C,17.039642333984375
CC(=O)[CH2:0][CH:0]1CN2CCc3cc4c([c:2]([NH2:2])c3C3C[C:1]([C:1]#N)=CC32C1)OCO4,C1N2C3(CC1[*])C=C([*])CC3c1c(cc3c(c1[*])OCO3)CC2,C(C*)(C)=O|*C#N|*N,13.73957633972168
[CH3:0][CH:0]1CN2CCc3cc4c(cc3[C:2]3([CH3:2])C[C:1]([C:1]#N)=CC23C1)OCO4,C1C([*])CN2C13C=C([*])CC3([*])c1c(cc3c(c1)OCO3)CC2,*C|N#C*|*C,3.92507266998291
COc1cc[c:2]([CH:2]2C3c4cc5c(cc4CCN4C[CH:0]([CH2:0]CNC(C)=O)CC34C=[C:1]2[C:1]#N)OCO5)cc1OC,C1c2c(cc3c(c2)OCO3)C2C3(CC([*])CN3C1)C=C([*])C2[*],CC(=O)NCC*|C(#N)*|*c1cc(OC)c(OC)cc1,19.879236221313477
COC(=O)[CH2:1][CH:1]1Oc2cc3c(cc2O1)C1C[C:0]([C:0]#N)=CC12C[CH:2]([NH2:2])CN2CC3,C1([*])=CC23N(CCc4cc5c(cc4C2C1)OC([*])O5)CC([*])C3,N#C*|*CC(OC)=O|*N,12.1066312789917
N#[C:1][C:1]1=CC23CC[CH:2]([c:2]4ccc(Cl)c(Cl)c4)N2C[CH:0]([NH:0]c2ccc([N+](=O)[O-])cc2)c2cc4c(cc2C3C1)OCO4,[*]C1c2cc3c(cc2C2CC([*])=CC24N(C([*])CC4)C1)OCO3,c1c(N*)ccc([N+](=O)[O-])c1|N#C*|c1(*)cc(Cl)c(Cl)cc1,19.71725845336914
COC(=N[CH2:1][CH:1]1CCC23C=[C:2]([C:2]#N)CC2c2cc4c([c:0](-[c:0]5cccc(N)c5)c2CCN31)OCO4)N(C)N,c12c(cc3c(c1[*])CCN1C4(CCC1[*])C3CC([*])=C4)OCO2,c1(N)cc(*)ccc1|C(=NC*)(N(N)C)OC|N#C*,37.24102783203125
[CH3:0][c:0]1c2c(cc3c1C1C[C:1]([C:1]#N)=CC14CC[CH:2]([CH3:2])N4CC3)OCO2,C1Cc2cc3c(c([*])c2C2CC([*])=CC24CCC([*])N14)OCO3,*C|*C#N|*C,3.2547762393951416
CCOC(=O)[CH2:0][CH:0]1CCC23C=[C:1]([C:1]#N)C[C:2]2([CH3:2])c2cc4c(cc2CCN13)OCO4,c12cc3c(cc1CCN1C([*])CCC14C=C([*])CC24[*])OCO3,*CC(=O)OCC|C(*)#N|*C,9.083518028259277
C[CH:0](CO)[CH:0]1CCC23C=[C:1]([C:1]#N)[CH:2]([CH3:2])C2c2cc4c(cc2CCN13)OCO4,c12c(cc3c(c1)C1C4(N(C([*])CC4)CC3)C=C([*])C1[*])OCO2,CC(CO)*|*C#N|*C,13.851293563842773
C[O:2][CH:2]1Oc2cc3c(cc2O1)C1C[C:0]([C:0]#N)=CC12CC[CH:1]([NH2:1])N2CC3,C1=C([*])CC2C13N(C([*])CC3)CCc1c2cc2c(c1)OC([*])O2,N#C*|N*|CO*,7.680747985839844
N#[C:0][C:0]1=CC23CCCN2[CH:1]([c:1]2ccc(Cl)cc2)[CH:2]([CH3:2])c2cc4c(cc2C3C1)OCO4,C1([*])=CC23CCCN2C([*])C([*])c2cc4c(cc2C3C1)OCO4,*C#N|c1cc(Cl)ccc1*|*C,13.11249828338623
[CH3:0][c:0]1c2c(cc3c1OCO3)C1C[C:2]([CH2:2]O)=CC13CCCN3[CH:1]([CH2:1]Cl)C2,c12cc3c(c([*])c1CC([*])N1CCCC14C=C([*])CC24)OCO3,C*|C(Cl)*|OC*,14.002189636230469
N#[C:2][C:2]1=CC23CCCN2[CH:1]([CH2:1]C(N)=O)Cc2cc4c([c:0](-[c:0]5ccccc5)c2C3C1)OCO4,O1COc2c([*])c3c(cc21)CC([*])N1CCCC12C=C([*])CC23,c1(*)ccccc1|C(*)C(=O)N|C(#N)*,15.760626792907715
CCOC(=O)NN=C(N)[CH2:0][C:0]12C[C:1]([C:1]#N)=CC13CCCN3[CH:2]([CH3:2])Cc1cc3c(cc12)OCO3,c12cc3c(cc1OCO2)C1([*])CC([*])=CC12CCCN2C([*])C3,C(OCC)(=O)NN=C(C*)N|*C#N|C*,17.962139129638672
COc1c[c:1]([CH:1]2C3c4cc5c(cc4C[CH:0]([CH2:0]Cl)N4CCCC34C=[C:2]2[C:2]#N)OCO5)cc(OC)c1O,C123N(CCC1)C([*])Cc1cc4c(cc1C2C([*])C([*])=C3)OCO4,*CCl|c1(OC)c(O)c(OC)cc(*)c1|*C#N,12.867185592651367
C[CH2:1][CH:1]1Cc2cc3c(cc2C2C[C:2]([C:2]#N)=CC24CCCN41)O[CH:0]([C:0](F)(F)F)O3,c12cc3c(cc1OC([*])O2)CC([*])N1C2(C3CC([*])=C2)CCC1,C(*)(F)(F)F|*CC|N#C*,7.753763675689697
N#[C:1][C:1]1=CC23CCCN2C[CH:2]([CH2:2]CCl)c2c(cc4c([c:0]2-[c:0]2ccc(Cl)cc2)OCO4)C3C1,C1Oc2c([*])c3c(cc2O1)C1CC([*])=CC12N(CC3[*])CCC2,c1cc(*)ccc1Cl|*C#N|*CCCl,11.561808586120605
Cc1ccc2[nH]cc([CH2:2][c:2]3c4c(cc5c3C3C[C:0]([C:0]#N)=CC36CCCN6C[CH:1]5[NH2:1])OCO4)c2c1,C1C([*])=CC23N(CCC2)CC([*])c2c(c([*])c4c(c2)OCO4)C13,*C#N|N*|c1c2c(C*)c[nH]c2ccc1C,15.803892135620117
C[CH2:0][C:0]12C[C:1]([C:1]#N)=CC13CCCN3C[CH:2]([CH2:2]Cl)c1cc3c(cc12)OCO3,c12c(cc3c(c1)OCO3)C1([*])CC([*])=CC13N(CCC3)CC2[*],*CC|N#C*|*CCl,6.965595722198486
COc1cc(OC)c[c:0]([CH:0]2C3c4cc5c(cc4[CH:2]([c:2]4cc(OC)c(O)c(OC)c4)CN4CCCC34C=[C:1]2[CH2:1]C)OCO5)c1,C123C(C([*])C([*])=C1)c1c(cc4c(c1)OCO4)C([*])CN2CCC3,O(C)c1cc(*)cc(OC)c1|CC*|c1(OC)c(O)c(OC)cc(*)c1,21.484220504760742
C[C:1](=O)[CH:1]1Oc2cc3c(cc2O1)C1C[C:2]([C:2]#N)=CC12CCCN2C[CH:0]3[CH2:0]CCl,C12C3(N(CC([*])c4cc5c(cc41)OC([*])O5)CCC3)C=C([*])C2,*CCCl|CC(*)=O|N#C*,12.679448127746582
[CH3:0][C:0]12C[C:2]([C:2]#N)=CC13CCCN3CCc1c2cc2c([c:1]1[CH:1]1CCCC1(C)C)OCO2,N12CCCC13C([*])(c1c(c([*])c4c(c1)OCO4)CC2)CC([*])=C3,*C|CC1(C)CCCC1*|N#C*,17.513835906982422
CC[N:2](CC)[CH:2]1Oc2cc3c([c:0]([CH3:0])c2O1)CCN1CCCC12C=[C:1]([C:1]#N)CC32,c1([*])c2c(cc3c1CCN1CCCC14C3CC([*])=C4)OC([*])O2,*C|N#C*|*N(CC)CC,8.766278266906738
C[N:2](C)[c:2]1c2c(cc3c1[C:1]1([CH3:1])C[C:0]([C:0]#N)=CC14CCCN4CC3)OCO2,C1=C([*])CC2([*])c3c(cc4c(c3[*])OCO4)CCN3C12CCC3,*C#N|C*|CN(C)*,8.925020217895508
CC[CH2:2][CH:2]1[C:0]([C:0]#N)=CC23CCCN2CCc2cc4c([c:1](-[c:1]5cc(N)c6[nH]c7c(c6c5)C(=O)C(CCl)N7C=O)c2C31)OCO4,[*]C1=CC23N(CCc4c(c([*])c5c(c4)OCO5)C2C1[*])CCC3,*C#N|c12[nH]c3c(c1C(=O)C(CCl)N2C=O)cc(*)cc3N|*CCC,36.685821533203125
CN[C:0](=O)[CH:0]1Oc2cc3c([c:1](-[c:1]4c(N(C)C)cc5c(cc(C(C)C)c6cc(C)cc(N)c65)c4O)c2O1)C1C[C:2]([C:2]#N)=CC12CCCN2CC3,[*]C1Oc2c(cc3c(c2[*])C2C4(N(CCC4)CC3)C=C([*])C2)O1,N(C)C(=O)*|CN(c1c(*)c(O)c2cc(C(C)C)c3c(c(N)cc(C)c3)c2c1)C|*C#N,41.403987884521484
CO[C:2](=O)[C:2]12c3cc4c(cc3CCN3CCCC31C=[C:0]([C:0]#N)[CH:1]2[CH3:1])OCO4,C1CN2C3(C=C([*])C([*])C3([*])c3c1cc1c(c3)OCO1)CCC2,C(*)#N|*C|*C(OC)=O,9.737592697143555
COc1cc[c:1]([C:1]23C[C:0]([C:0](N)=O)=CC24CCCN4CCc2cc4c(cc23)O[CH:2]([NH:2]C)O4)cc1,[*]C1=CC23N(CCc4cc5c(cc4C2([*])C1)OC([*])O5)CCC3,C(=O)(*)N|c1c(*)ccc(OC)c1|N(C)*,16.074602127075195
N#[C:0][C:0]1=CC23CCCN2CCc2cc4c(cc2C3[CH:1]1[CH3:1])O[CH:2]([c:2]1ccc(O)cc1)O4,O1c2c(cc3c(c2)C2C4(CCCN4CC3)C=C([*])C2[*])OC1[*],*C#N|*C|c1cc(O)ccc1*,10.650859832763672
N#[C:0][C:0]1=CCC2c3cc4c(cc3CCN3C[CH:1]([CH2:1]Cl)[CH:2]([CH3:2])C123)OCO4,C1=C([*])C23N(CC([*])C2[*])CCc2cc4c(cc2C3C1)OCO4,C(*)#N|C(*)Cl|C*,6.964090824127197
CO[C:0](=O)[C:0]1=CCC2c3cc4c(cc3CCN3C12[CH:1]([CH3:1])C[CH:2]3[CH3:2])OCO4,C1Oc2c(cc3c(c2)C2C4(C([*])=CC2)C([*])CC([*])N4CC3)O1,C(OC)(=O)*|*C|C*,9.92747974395752
CN[C:0](=O)[C:0]1=CCC2c3cc4c(cc3C[CH:1]([CH3:1])N3CC[CH:2]([CH2:2]C)C123)OCO4,[*]C1=CCC2c3cc4c(cc3CC([*])N3CCC([*])C231)OCO4,N(C(=O)*)C|C*|CC*,10.056500434875488
COc1c[c:2]([C:2]2=CCC3c4cc5c(cc4[CH:0]([CH3:0])CN4CC[CH:1]([CH3:1])C342)OCO5)cc(OC)c1O,c12cc3c(cc1OCO2)C([*])CN1C2(C([*])CC1)C3CC=C2[*],*C|*C|c1c(OC)c(O)c(OC)cc1*,8.488319396972656
[CH3:0][C:0]12CC=[C:1]([C:1]#N)C13N(CCc1cc4c(cc12)OCO4)CC[CH:2]3[CH2:2]Cl,[*]C12CC=C([*])C13N(CCC3[*])CCc1cc3c(cc12)OCO3,C*|C(*)#N|C(Cl)*,5.722648620605469
[CH3:0][C:0]1=C[CH:1]([CH2:1]C)C2c3cc4c(cc3CCN3CC[CH:2]([NH:2]C)C123)OCO4,O1c2c(cc3c(c2)C2C4(C([*])=CC2[*])N(CCC4[*])CC3)OC1,*C|CC*|N(*)C,10.412725448608398
CCOC(=O)[CH2:2][C:2]1=CCC2c3cc4c(cc3CCN3CC[CH:0]([CH3:0])C231)O[CH:1]([C:1](C)(C)O)O4,N12CCC([*])C13C(c1cc4c(cc1CC2)OC([*])O4)CC=C3[*],C*|CC(O)(*)C|O=C(OCC)C*,12.805054664611816
C[CH2:1][CH:1]1CC23[C:0]([C:0]#N)=CCC2c2cc4c(cc2CCN3[CH:2]1[NH2:2])OCO4,O1COc2cc3c(cc21)C1C2(C([*])=CC1)CC([*])C([*])N2CC3,N#C*|*CC|*N,7.336686134338379
[CH3:0][CH:0]1CN2C3(C1)C(CC=[C:2]3[c:2]1cc(=O)[nH]c3c4c([nH]c31)C(=O)c1c(N)[nH]c(=O)n1-4)c1cc3c(cc1C[CH:1]2[CH2:1]C)OCO3,O1c2cc3c(cc2OC1)C1C2(N(CC([*])C2)C([*])C3)C([*])=CC1,*C|*CC|*c1cc(=O)[nH]c2c3c([nH]c12)C(=O)c1c(N)[nH]c(=O)n13,35.1214714050293
[CH3:0][CH:0]1CN2C[CH:1]([CH3:1])CC23C(CC=[C:2]3[c:2]2cccc(O)c2)c2cc3c(cc21)OCO3,c12cc3c(cc1C([*])CN1C4(CC([*])C1)C2CC=C4[*])OCO3,*C|*C|c1cc(O)cc(*)c1,9.85580825805664
[CH3:0][c:0]1c2c(cc3c1OCO3)C1CC=[C:2]([NH2:2])C13C[CH:1]([CH2:1]C)CN3CC2,c12c(c([*])c3c(c1)C1C4(N(CC3)CC([*])C4)C([*])=CC1)OCO2,C*|CC*|*N,7.666012287139893
CO[C:1](=O)[C:1]1=CCC2c3c(cc4c([c:0]3[NH2:0])OCO4)CCN3C[CH:2]([CH3:2])CC231,c12cc3c(c([*])c1C1CC=C([*])C14N(CC2)CC([*])C4)OCO3,N*|O=C(OC)*|C*,6.5982985496521
CC(C)=C[CH2:0][C:0]12CC=[C:1]([C:1](=O)Nc3ccc(Br)cc3[N+](=O)[O-])C13C[CH:2]([CH3:2])CN3CCc1cc3c(cc12)OCO3,C1Cc2cc3c(cc2C2([*])CC=C([*])C24CC([*])CN14)OCO3,C(*)C=C(C)C|C(*)(Nc1c([N+]([O-])=O)cc(Br)cc1)=O|C*,26.083309173583984
N#[C:1][C:1]1=C[CH:0]([CH2:0]Cl)C2c3cc4c(cc3CCN3C[CH:2]([CH3:2])CC231)OCO4,C1Oc2cc3c(cc2O1)CCN1C2(C3C([*])C=C2[*])CC([*])C1,C(*)Cl|C(#N)*|*C,8.745896339416504
COc1cc2c(OCC(=O)Nc3ccc(OCCCN(C)C)cc3)cccc2cc1OCC(O)C[NH:0][CH:0]1Oc2cc3c(cc2O1)C1CC=[C:2]([C:2]#N)C12C[CH:1]([NH:1]C)CN2CC3,[*]C1Oc2cc3c(cc2O1)CCN1C2(CC([*])C1)C([*])=CCC32,C(Oc1ccc(NC(=O)COc2c3c(cc(OCC(CN*)O)c(OC)c3)ccc2)cc1)CCN(C)C|N(C)*|N#C*,40.69805908203125
C[NH:0][CH:0]1Cc2cc3c(cc2C2CC=[C:1]([C:1]#N)C24CC[CH:2]([NH2:2])N14)OCO3,c12c(cc3c(c1)OCO3)CC([*])N1C3(C([*])=CCC23)CCC1[*],CN*|C(*)#N|*N,8.686108589172363
COC(=O)[CH2:2][CH:2]1CN2C3(CC[CH:1]2[C:1](F)(F)F)[C:0]([C:0]#N)=CCC3c2cc3c(cc21)OCO3,[*]C1=CCC2C13N(C([*])CC3)CC([*])c1c2cc2c(c1)OCO2,N#C*|FC(F)(*)F|C(OC)(=O)C*,17.320430755615234
COc1cc(O)c(OC)c2nc(N)[c:1]([C:1]3=CCC4c5cc6c([c:2]([CH3:2])c5CCN5[CH:0]([CH3:0])CCC453)OCO6)cc12,N12C3(CCC1[*])C([*])=CCC3c1cc3c(c([*])c1CC2)OCO3,*C|O(C)c1c(O)cc(OC)c2cc(*)c(N)nc12|*C,30.954402923583984
CN1CC2C=CC1N2CC[N+:1](C)(C)[CH:1]1CCC23N1CCc1cc4c(cc1[C:0]2([CH3:0])CC=[C:2]3[C:2]#N)OCO4,C1Cc2c(cc3c(c2)OCO3)C2([*])C3(N1C([*])CC3)C([*])=CC2,C*|C1=CC2N(CC[N+](*)(C)C)C1N(C)C2|*C#N,22.144515991210938
COc1cc[c:1]([CH:1]2C=[C:2]([C:2](=O)OC)C34CC[CH:0]([CH3:0])N3CCc3cc5c(cc3C42)OCO5)cc1O,C1([*])N2C3(C(C([*])C=C3[*])c3c(cc4c(c3)OCO4)CC2)CC1,*C|c1c(*)cc(O)c(OC)c1|O=C(OC)*,12.169920921325684
NC[CH:2](O)[CH:2]1Oc2cc3c(cc2O1)C1CC=[C:1]([c:1]2ccccc2)C12CC[CH:0]([NH:0]Cc1ccccc1)N2CC3,c12c(cc3c(c1)CCN1C([*])CCC14C([*])=CCC43)OC([*])O2,*NCc1ccccc1|*c1ccccc1|OC(*)CN,22.579116821289062
[CH3:0][CH:0]1N2CCCC23C(CC=[C:2]3[C:2](=O)NCCCN(C)C)c2cc3c(cc2[CH:1]1[CH2:1]Cl)OCO3,N12C([*])C([*])c3cc4c(cc3C3CC=C([*])C13CCC2)OCO4,*C|C(*)Cl|N(C(=O)*)CCCN(C)C,16.81692886352539
CN[C:1](=O)[C:1]1=CCC2c3cc4c([c:0]([CH3:0])c3C[CH:2]([NH:2]C)N3CCCC231)OCO4,c12c([*])c3c(cc1OCO2)C1CC=C([*])C12CCCN2C([*])C3,C*|N(C(=O)*)C|CN*,11.840327262878418
C[O:2][CH:2]1Cc2cc3c([c:1](-[c:1]4ccc(O)cc4)c2C2CC=[C:0]([C:0]#N)C24CCCN41)OCO3,C1=C([*])C23C(C1)c1c(cc4c(c1[*])OCO4)CC([*])N2CCC3,N#C*|c1cc(*)ccc1O|CO*,11.876103401184082
C[NH:0][CH:0]1Cc2cc3c(cc2[C:1]2([CH2:1]NC)CC=[C:2]([C:2]#N)C24CCCN14)OCO3,c1c2c(cc3c1CC([*])N1CCCC14C3([*])CC=C4[*])OCO2,N(C)*|N(C*)C|*C#N,11.184982299804688
C[C:1](C)(O)[CH:1]1Oc2cc3c(cc2O1)C1CC=[C:0]([NH2:0])C12CCCN2[CH:2]([NH:2]C)C3,C1([*])=CCC2c3c(cc4c(c3)OC([*])O4)CC([*])N3CCCC132,*N|C(*)(O)(C)C|CN*,9.089177131652832
[CH3:0][c:0]1c2c(cc3c1[CH:1]([CH2:1]CCl)CN1CCCC14C3CC=[C:2]4[CH2:2]Br)OCO2,O1COc2cc3c(c([*])c21)C([*])CN1CCCC12C([*])=CCC32,*C|C(*)CCl|BrC*,9.559535026550293
[CH3:0][C:0]1=CCC2c3c(cc4c([c:1]3[CH3:1])OCO4)[CH:2]([CH2:2]Cl)CN3CCCC123,C123C(CC=C1[*])c1c(cc4c(c1[*])OCO4)C([*])CN2CCC3,*C|*C|*CCl,7.1150689125061035
CNC(=O)[CH2:0][CH:0]1CN2CCCC23[C:1]([CH2:1]C)(CC=[C:2]3[C:2]#N)c2cc3c(cc21)OCO3,C1Oc2cc3c(cc2O1)C([*])CN1CCCC12C3([*])CC=C2[*],C(C(=O)NC)*|CC*|*C#N,12.422231674194336
COc1c[c:2]([C:2]2=C[CH:1]([c:1]3ccc(OC)c(OC)c3OC)C3c4cc5c(cc4[CH:0]([CH3:0])CN4CCCC342)OCO5)cc(OC)c1OC,C1N2C3(CCC2)C(c2cc4c(cc2C1[*])OCO4)C([*])C=C3[*],C*|O(c1c(OC)c(OC)c(*)cc1)C|c1(OC)c(OC)c(OC)cc(*)c1,17.718219757080078
O[CH2:1][CH:1]1Oc2cc3c(cc2O1)[CH:2]([CH2:2]Cl)CN1CCCC12[C:0]([c:0]1cc[nH]c1)=CCC32,[*]C1=CCC2c3c(cc4c(c3)OC([*])O4)C([*])CN3CCCC123,c1cc(*)c[nH]1|C(O)*|C(*)Cl,17.22191619873047
NN=[CH:2][C:2]1=CCC2c3c([c:0]([NH2:0])c4c([c:1]3[CH3:1])OCO4)CCN3CCCC231,C12c3c(c([*])c4c(c3[*])OCO4)CCN3CCCC13C([*])=CC2,N*|*C|NN=C*,11.732794761657715
CCO[C:2](=O)[C:2]1=CC[C:0]2([NH2:0])c3cc4c([c:1](-[c:1]5cc(C=O)c6c(n5)C(=O)CC(C)(C)C6)c3CCN3CCCC321)OCO4,C12([*])c3c(c([*])c4c(c3)OCO4)CCN3C1(C([*])=CC2)CCC3,N*|c1(C=O)cc(*)nc2c1CC(C)(C)CC2=O|CCOC(*)=O,45.14994430541992
CC(=O)O[CH2:2][C:2]1=CCC2c3cc4c([c:1]([CH2:1]C)c3CCN3CCCC231)O[CH:0]([CH:0](C)CO)O4,O1C([*])Oc2c([*])c3c(cc21)C1CC=C([*])C12N(CCC2)CC3,OCC(C)*|CC*|O(C(=O)C)C*,13.817068099975586
[CH3:0][c:0]1c2c(cc3c1[C:1]1([CH3:1])CC=[C:2]([C:2]#N)C14CCCN4CC3)OCO2,O1COc2cc3c(c([*])c21)C1([*])CC=C([*])C12CCCN2CC3,*C|*C|C(*)#N,4.5520339012146
[CH3:0][c:0]1c2c(cc3c1C1CC=[C:2]([C:2]#N)C14CCCN4CC3)O[CH:1]([CH3:1])O2,O1c2c([*])c3c(cc2OC1[*])CCN1C2(CCC1)C([*])=CCC32,*C|C*|C(*)#N,6.254048824310303
N#[C:0][C:0]1=C[CH:2]([CH3:2])[C:1]2([CH3:1])c3cc4c(cc3CCN3CCCC132)OCO4,C1=C([*])C23C([*])(c4c(cc5c(c4)OCO5)CCN2CCC3)C1[*],N#C*|C*|*C,2.8475050926208496
CCN(CC)[C:0](=O)[CH:0]1Oc2cc3c(cc2O1)[C:1]1([CH2:1]C)CC=[C:2]([C:2]#N)C12CCCN2CC3,C1c2c(cc3c(c2)OC([*])O3)C2([*])C3(C([*])=CC2)N(C1)CCC3,CCN(CC)C(*)=O|C(C)*|C(*)#N,13.796478271484375
C[CH2:1][CH:1]1C=[C:0]([C:0]#N)C23CCCN2CCc2cc4c(cc2C31)O[CH:2]([NH:2]c1cccc(F)c1)O4,N12CCc3cc4c(cc3C3C1(CCC2)C([*])=CC3[*])OC([*])O4,N#C*|*CC|c1(F)cc(N*)ccc1,16.883197784423828
COc1c[c:0]([CH:0]2C34C=CCC3c3cc5c(cc3CCN4[CH:2]([CH3:2])[CH:1]2[c:1]2cc(OC)c(OC)c(OC)c2)OCO5)cc(OC)c1OC,c12cc3c(cc1OCO2)C1CC=CC12C([*])C([*])C([*])N2CC3,COc1c(OC)cc(*)cc1OC|c1(OC)c(OC)cc(*)cc1OC|*C,11.077054977416992
C[CH2:0][CH:0]1CN2C3(C=CCC3c3cc4c(cc3C[CH:2]2[CH3:2])OCO4)[CH:1]1[N+:1](C)(C)CCSc1ccc2[nH]c(=O)[nH]c2c1[N+](=O)[O-],c12c(cc3c(c1)C1C4(N(CC([*])C4[*])C([*])C3)C=CC1)OCO2,CC*|C[N+](*)(CCSc1c([N+](=O)[O-])c2[nH]c(=O)[nH]c2cc1)C|C*,31.104795455932617
[CH3:0][CH:0]1CN2C[CH:1]([CH3:1])[CH:2]([CH3:2])C23C=CCC3c2cc3c(cc21)OCO3,c12cc3c(cc1OCO2)C([*])CN1CC([*])C([*])C12C=CCC32,*C|*C|*C,2.934046506881714
C[CH2:0][CH:0]1CN2CCc3c(cc4c([c:2]3[NH2:2])OCO4)C3CC=CC32[CH:1]1[c:1]1ccc(O)c(OC)c1,[*]C1C([*])C23C(c4c(c([*])c5c(c4)OCO5)CCN2C1)CC=C3,CC*|COc1cc(*)ccc1O|N*,13.83620834350586
COc1c(OC)c(OC)c2c(N)c[c:2](-[c:2]3c4c(cc5c3C3CC=CC36N(CC5)C[CH:0]([C:0](F)(F)F)[CH:1]6[CH3:1])OCO4)cc2c1CCN1CC(C)OC(C)C1,N12CC([*])C([*])C13C(c1c([*])c4c(cc1CC2)OCO4)CC=C3,C(F)(F)(*)F|C*|c1(OC)c(OC)c(OC)c2c(N)cc(*)cc2c1CCN1CC(C)OC(C)C1,32.41025161743164
CN1CC[N:1]([CH:1]2[CH:0]([c:0]3ccc(F)cc3)CN3CCc4cc5c(cc4[C:2]4([CH3:2])CC=CC324)OCO5)CC1,C1([*])C([*])C23C([*])(CC=C2)c2c(cc4c(c2)OCO4)CCN3C1,c1(*)ccc(F)cc1|C1N(*)CCN(C)C1|C*,17.925329208374023
C[CH:0](Br)[CH:0]1C=CC23C1c1cc4c(cc1CCN2C[CH:1]([CH3:1])[CH:2]3[CH2:2]C)OCO4,C1=CC([*])C2C13N(CCc1cc4c(cc12)OCO4)CC([*])C3[*],CC(*)Br|*C|*CC,14.338438987731934
C[CH2:0][CH:0]1C23C=CCC2c2cc4c(cc2CCN3C[CH:1]1[CH3:1])O[CH:2]([CH2:2]C#CCNC)O4,C1c2cc3c(cc2C2CC=CC24C([*])C([*])CN4C1)OC([*])O3,*CC|C*|C(*)C#CCNC,14.404932022094727
Cc1c[c:0]([CH:0]2C[CH:1]([CH2:1]C)C34C=CCC3c3cc5c(cc3C[CH:2]([NH:2]C)N24)OCO5)c2c(c1)[nH]c1c(C)nc(O)cc12,[*]C1CC([*])C23C(CC=C2)c2c(cc4c(c2)OCO4)CC([*])N31,*c1c2c(cc(C)c1)[nH]c1c(C)nc(O)cc12|*CC|*NC,32.527679443359375
[CH3:0][CH:0]1CN2C3(C=CCC3c3cc4c(cc31)OCO4)[CH:1]([CH3:1])C[CH:2]2[CH2:2]Br,C1C([*])c2cc3c(cc2C2C4(C([*])CC([*])N14)C=CC2)OCO3,C*|C*|*CBr,9.714903831481934
C[NH:0][CH:0]1C[CH:2]([CH3:2])N2CCc3c(cc4c([c:1]3[N:1](C)C)OCO4)C3CC=CC132,C1C([*])C23N(CCc4c(cc5c(c4[*])OCO5)C2CC=C3)C1[*],CN*|N(C)(*)C|C*,12.223085403442383
